用户ID,年龄,历史购买次数,是否会员,ITE,客户类型
U00094360,30,0.0,0,0.059642399240802946,自然转化型
U00039586,29,1.0,0,0.07890395088307234,自然转化型
U00062807,42,3.0,1,0.11355367523178156,敏感型
U00007511,45,3.0,1,0.12078244992095255,敏感型
U00073335,28,0.0,0,0.06186366957051609,自然转化型
U00048212,28,0.0,1,0.06174636903729469,自然转化型
U00023759,31,2.0,0,0.0763117205365457,自然转化型
U00046651,26,2.0,0,0.07787865654095397,自然转化型
U00054984,34,1.0,0,0.08207275503053299,自然转化型
U00043512,39,2.0,0,0.07101179216894124,自然转化型
U00039801,23,4.0,0,0.13575125698504564,敏感型
U00013839,30,1.0,1,0.08592202210712782,自然转化型
U00041863,29,0.0,1,0.05674457181807102,自然转化型
U00026826,22,2.0,1,0.07202428048597903,自然转化型
U00077504,24,3.0,0,0.13655865638727582,敏感型
U00036935,39,1.0,0,0.06239941548254868,自然转化型
U00078931,40,3.0,0,0.09953944171877016,自然转化型
U00071902,23,1.0,0,0.060979034068752686,自然转化型
U00036698,41,1.0,0,0.0715374696738306,自然转化型
U00062587,28,0.0,0,0.04840865608241446,自然转化型
U00023012,25,5.0,1,0.13220541910222278,敏感型
U00014392,41,2.0,1,0.05378765695051496,自然转化型
U00060940,23,4.0,1,0.11700037960995663,敏感型
U00010349,38,4.0,0,0.1030118709483217,敏感型
U00058817,31,0.0,0,0.060750372907661665,自然转化型
U00003709,35,0.0,1,0.04827947398998589,自然转化型
U00088243,18,2.0,0,0.061457167951665115,自然转化型
U00035188,27,2.0,0,0.09259283864309464,自然转化型
U00003734,33,3.0,1,0.10391549348195306,敏感型
U00044133,28,0.0,1,0.056467636570158686,自然转化型
U00036877,33,2.0,1,0.08470250916018118,自然转化型
U00078597,19,0.0,1,-0.009680092286789704,反作用型
U00024708,28,1.0,0,0.08045042815619544,自然转化型
U00010465,29,0.0,0,0.05135065953706991,自然转化型
U00038923,35,0.0,0,0.07035366625352224,自然转化型
U00090523,31,5.0,0,0.11359356964700068,敏感型
U00072373,29,2.0,1,0.10033691165015929,自然转化型
U00076757,18,5.0,1,0.12075499794274597,敏感型
U00040866,38,2.0,0,0.07046305955346388,自然转化型
U00052440,43,5.0,0,0.10428626125774737,敏感型
U00021566,30,2.0,0,0.07254268312131601,自然转化型
U00062358,29,6.0,1,0.11115273043705609,敏感型
U00035760,27,2.0,0,0.06163979130295946,自然转化型
U00074352,25,1.0,1,0.072540907780247,自然转化型
U00005600,35,2.0,1,0.0808771000647375,自然转化型
U00070212,31,2.0,0,0.06726965085804418,自然转化型
U00097623,38,5.0,1,0.10023777772726716,自然转化型
U00042072,38,0.0,0,0.07697492957326382,自然转化型
U00045244,18,3.0,0,0.048310911441584614,自然转化型
U00024858,33,5.0,1,0.1223363469547995,敏感型
U00046325,19,3.0,0,0.0518874450764607,自然转化型
U00059461,38,11.0,0,-0.029739186487258373,反作用型
U00018159,39,4.0,0,0.09036677524798664,自然转化型
U00070924,27,0.0,1,0.02758743500724614,自然转化型
U00004716,31,3.0,0,0.1426043500196128,敏感型
U00074059,41,3.0,1,0.10858135517285133,敏感型
U00018598,27,2.0,0,0.06607197430044934,自然转化型
U00024396,24,2.0,0,0.10867597961810924,敏感型
U00071467,23,0.0,0,0.04323409036846848,自然转化型
U00040190,34,5.0,0,0.09613168584450082,自然转化型
U00035041,28,2.0,1,0.06917697474710693,自然转化型
U00058201,36,1.0,0,0.06851488093866201,自然转化型
U00053353,25,1.0,0,0.06532484736939978,自然转化型
U00062295,19,2.0,0,0.05585275263219,自然转化型
U00090528,18,1.0,0,0.052473345500580526,自然转化型
U00045292,21,9.0,1,0.12357242182527822,敏感型
U00028046,25,2.0,1,0.08045796003612113,自然转化型
U00004511,22,2.0,0,0.05826985061843665,自然转化型
U00046904,31,1.0,0,0.07976632098125316,自然转化型
U00008269,25,3.0,0,0.12854816349089132,敏感型
U00060953,34,0.0,1,0.048988998165435754,自然转化型
U00013614,26,1.0,0,0.07924440151038925,自然转化型
U00059820,19,11.0,0,0.018885921825981478,自然转化型
U00091891,26,3.0,1,0.10952281308222289,敏感型
U00002087,27,1.0,0,0.07679415139315349,自然转化型
U00089528,39,3.0,1,0.09514731738955606,自然转化型
U00086855,39,1.0,0,0.07446851568014431,自然转化型
U00069265,29,2.0,1,0.08868181090889635,自然转化型
U00002149,31,3.0,0,0.14734246418782554,敏感型
U00096810,18,1.0,1,0.07800515133685473,自然转化型
U00081842,45,1.0,1,0.05707498152002574,自然转化型
U00018675,18,4.0,0,0.13599497906744118,敏感型
U00076749,32,5.0,1,0.0967655417523483,自然转化型
U00006950,37,1.0,0,0.07311497162882244,自然转化型
U00091258,26,1.0,0,0.0873855410469059,自然转化型
U00089040,46,6.0,1,0.1272654036028033,敏感型
U00026027,37,1.0,1,0.06280955603339955,自然转化型
U00030245,37,0.0,0,0.047974420278736635,自然转化型
U00057011,26,5.0,1,0.07292717180904851,自然转化型
U00026960,45,2.0,1,0.05685974500711552,自然转化型
U00031639,29,1.0,0,0.07589260144729254,自然转化型
U00068355,21,7.0,0,0.17586605571959374,敏感型
U00043941,39,3.0,1,0.12434546100369326,敏感型
U00025921,34,0.0,1,0.06490365449545915,自然转化型
U00011982,29,3.0,0,0.13804673004922424,敏感型
U00024847,45,5.0,1,0.09996572987058194,自然转化型
U00042730,43,1.0,0,0.06023155940678371,自然转化型
U00039223,31,1.0,1,0.1174336111744059,敏感型
U00092658,42,1.0,1,0.054975615633264,自然转化型
U00002971,18,2.0,0,0.04790234114438646,自然转化型
U00099032,32,3.0,1,0.12467817109068696,敏感型
U00024964,30,1.0,1,0.0799187882815931,自然转化型
U00088895,34,3.0,0,0.06621672753962449,自然转化型
U00002985,18,1.0,0,0.05212643941023379,自然转化型
U00005846,27,2.0,1,0.13035997092757723,敏感型
U00019502,32,0.0,0,0.03127383618158677,自然转化型
U00049819,38,1.0,0,0.06521814219067504,自然转化型
U00058661,30,1.0,0,0.08162534534771212,自然转化型
U00005779,32,1.0,1,0.09305532279970169,自然转化型
U00021486,23,1.0,0,0.057351994885954716,自然转化型
U00079353,32,3.0,1,0.12876336127794263,敏感型
U00096616,42,2.0,0,0.06850795660611211,自然转化型
U00016822,24,3.0,1,0.11988909194422881,敏感型
U00018710,38,0.0,1,0.04538824278638359,自然转化型
U00006359,18,3.0,0,0.07875749828735368,自然转化型
U00048828,40,0.0,1,0.035654542443373405,自然转化型
U00095206,36,0.0,1,0.06966112381320397,自然转化型
U00096025,40,1.0,0,0.07893745603369826,自然转化型
U00071127,24,1.0,1,0.05396670824354985,自然转化型
U00008596,30,8.0,0,0.12595644772410813,敏感型
U00000698,21,1.0,1,0.07526279491809956,自然转化型
U00032626,35,2.0,1,0.07372820901323318,自然转化型
U00059355,35,1.0,0,0.09610571324173742,自然转化型
U00062788,38,3.0,1,0.10380241068097512,敏感型
U00024683,35,3.0,1,0.12689920997938692,敏感型
U00037987,18,0.0,1,-0.010435463055979255,反作用型
U00018303,21,4.0,1,0.1274011384227981,敏感型
U00036509,35,0.0,1,0.06428510241607155,自然转化型
U00078776,42,6.0,0,0.06659488369135669,自然转化型
U00070819,33,3.0,1,0.12645390350255642,敏感型
U00012307,37,2.0,1,0.08885832026534937,自然转化型
U00062909,40,1.0,1,0.062216732694381244,自然转化型
U00015969,27,0.0,1,0.05737911745986604,自然转化型
U00001029,36,4.0,0,0.10957151268919008,敏感型
U00032945,30,2.0,0,0.09790540448288057,自然转化型
U00064920,36,1.0,1,0.07329438316282985,自然转化型
U00016545,22,3.0,0,0.11132948441185786,敏感型
U00071019,42,1.0,0,0.0582430887309692,自然转化型
U00083019,23,3.0,0,0.08909199964845876,自然转化型
U00008997,41,2.0,0,0.0637080783593992,自然转化型
U00028070,22,1.0,1,0.07730426645539779,自然转化型
U00045432,37,0.0,1,0.054035714795888146,自然转化型
U00081970,25,3.0,1,0.08919413154803368,自然转化型
U00095955,37,4.0,1,0.12557815622679364,敏感型
U00061312,30,2.0,0,0.07688564764797964,自然转化型
U00097391,29,5.0,1,0.13021577704870013,敏感型
U00088756,36,6.0,1,0.1303747706036889,敏感型
U00075305,28,0.0,0,0.05227609839939784,自然转化型
U00036634,18,0.0,0,0.02816203552794136,自然转化型
U00055674,36,3.0,0,0.13265549251418057,敏感型
U00085501,39,1.0,0,0.07670815908641215,自然转化型
U00041754,26,0.0,1,0.0735119294231244,自然转化型
U00053720,41,1.0,0,0.0627410641760541,自然转化型
U00029891,38,3.0,1,0.11259085471281488,敏感型
U00081314,30,3.0,1,0.12671797347049346,敏感型
U00075333,29,2.0,1,0.07644919706287331,自然转化型
U00002659,33,2.0,1,0.08670516317871255,自然转化型
U00093540,34,2.0,0,0.07383619186854493,自然转化型
U00023325,22,4.0,0,0.13932286054481774,敏感型
U00018336,28,1.0,1,0.07773107622143263,自然转化型
U00003580,23,2.0,0,0.1003981600040103,自然转化型
U00030647,49,2.0,0,0.07942864010771797,自然转化型
U00016106,49,0.0,0,0.06580057314870039,自然转化型
U00031907,33,2.0,0,0.06926840477868923,自然转化型
U00093789,34,0.0,1,0.06490365449545915,自然转化型
U00097674,43,2.0,0,0.055344892549096913,自然转化型
U00087672,26,6.0,1,0.13053471829913338,敏感型
U00012975,41,3.0,1,0.09758744169418787,自然转化型
U00055362,34,3.0,1,0.11198194651047261,敏感型
U00041297,35,1.0,0,0.0915349476347865,自然转化型
U00040036,26,2.0,0,0.06522997523191446,自然转化型
U00021075,44,4.0,0,0.13374932731382788,敏感型
U00052154,22,0.0,1,0.0501785226795638,自然转化型
U00088196,36,2.0,1,0.061949106200142434,自然转化型
U00004493,27,2.0,1,0.08685334784607007,自然转化型
U00057575,30,9.0,1,0.1341127814465654,敏感型
U00050307,30,4.0,1,0.13901104411878745,敏感型
U00098970,18,0.0,1,-0.010435463055979255,反作用型
U00039851,44,1.0,0,0.07271414888180394,自然转化型
U00065678,40,0.0,1,5.752289838112379e-05,自然转化型
U00034539,36,3.0,1,0.10711229552912516,敏感型
U00033903,20,6.0,1,0.15008751179427804,敏感型
U00073760,27,0.0,0,0.06406252762274622,自然转化型
U00018482,46,1.0,0,0.06607695300470576,自然转化型
U00096499,34,6.0,1,0.1322340830683601,敏感型
U00098550,23,3.0,0,0.10250084348510674,敏感型
U00055758,31,2.0,0,0.0766619594962146,自然转化型
U00066572,38,2.0,1,0.055666923152781045,自然转化型
U00072165,27,3.0,1,0.1427861342492961,敏感型
U00024930,35,2.0,0,0.08481190745484188,自然转化型
U00088533,29,4.0,0,0.14761815685207125,敏感型
U00089012,29,4.0,1,0.12409456148960707,敏感型
U00027883,34,2.0,1,0.08855485156266216,自然转化型
U00012595,43,2.0,1,0.058417058080800416,自然转化型
U00053740,32,3.0,1,0.11815969884451183,敏感型
U00084620,36,1.0,1,0.06938408173286931,自然转化型
U00068405,25,2.0,0,0.0714436496411017,自然转化型
U00058853,35,4.0,0,0.11840804685573864,敏感型
U00078780,40,7.0,0,0.11361386014511232,敏感型
U00093321,34,1.0,1,0.08379911828699677,自然转化型
U00071981,29,0.0,0,0.08104205657417016,自然转化型
U00013463,37,2.0,1,0.0619973126599814,自然转化型
U00021660,31,2.0,0,0.07952659675825136,自然转化型
U00066919,29,0.0,1,0.030005889543426645,自然转化型
U00045868,39,3.0,0,0.10351349827218848,敏感型
U00022694,35,2.0,1,0.07390871161564219,自然转化型
U00062433,36,8.0,0,0.09369219743211876,自然转化型
U00063521,44,1.0,0,0.06984582026140221,自然转化型
U00048019,23,0.0,0,0.03737011126894571,自然转化型
U00045199,28,2.0,1,0.08981383747364555,自然转化型
U00088296,24,1.0,1,0.08085188693088452,自然转化型
U00018941,33,0.0,1,0.062220599573739516,自然转化型
U00079372,25,1.0,1,0.07516194009828442,自然转化型
U00001209,20,0.0,0,0.010797073732548346,自然转化型
U00010065,21,2.0,1,0.06954149914163024,自然转化型
U00024592,32,3.0,1,0.12527752097820777,敏感型
U00062378,33,0.0,1,0.06384227575420984,自然转化型
U00004196,28,3.0,1,0.09904043586866007,自然转化型
U00020154,25,1.0,1,0.08157481943552569,自然转化型
U00087298,21,6.0,1,0.15410014915184972,敏感型
U00023362,18,6.0,0,0.0999120690277846,自然转化型
U00051198,29,1.0,0,0.08131660745064778,自然转化型
U00060223,48,0.0,0,0.06669777049754513,自然转化型
U00016910,55,2.0,0,0.18048237350113747,敏感型
U00041431,18,0.0,1,-0.010435463055979255,反作用型
U00091321,36,1.0,0,0.06908618376145256,自然转化型
U00008808,31,4.0,0,0.133613712780001,敏感型
U00033094,35,2.0,1,0.10153624786628881,自然转化型
U00030942,23,1.0,0,0.06313905071709688,自然转化型
U00047495,44,5.0,1,0.12436999054117964,敏感型
U00067940,29,5.0,1,0.10563832466995948,敏感型
U00037613,32,1.0,0,0.08120682877630389,自然转化型
U00053167,43,4.0,1,0.0837259309961833,自然转化型
U00064547,18,2.0,0,0.04936077367287045,自然转化型
U00015902,33,1.0,0,0.07462146703471531,自然转化型
U00004266,35,1.0,0,0.10849368133416365,敏感型
U00095903,34,2.0,1,0.0824682200313972,自然转化型
U00028954,22,1.0,0,0.061670818007396544,自然转化型
U00013182,23,1.0,1,0.06383103091436865,自然转化型
U00016291,26,3.0,1,0.12044233594403558,敏感型
U00064797,28,1.0,1,0.09276997389390967,自然转化型
U00062074,44,4.0,1,0.13637794231113437,敏感型
U00032206,41,1.0,1,0.05713842501292027,自然转化型
U00045772,34,2.0,0,0.08314667891713765,自然转化型
U00064206,46,7.0,0,0.09450192991604034,自然转化型
U00007069,44,3.0,0,0.11621188686507311,敏感型
U00040835,28,2.0,1,0.06548367028280808,自然转化型
U00063976,35,1.0,0,0.07487368606216188,自然转化型
U00087403,45,4.0,1,0.08280306509314411,自然转化型
U00097977,18,0.0,0,0.004391997849945484,自然转化型
U00015602,25,6.0,1,0.13455471534704044,敏感型
U00016504,24,5.0,0,0.1475475992572572,敏感型
U00058026,31,2.0,1,0.10878414519262541,敏感型
U00012716,32,0.0,0,0.057104278836667494,自然转化型
U00030240,39,4.0,0,0.12492130797323875,敏感型
U00020958,44,5.0,1,0.1190166232594762,敏感型
U00081582,22,3.0,0,0.11336233165011628,敏感型
U00065280,38,5.0,1,0.09533581999267327,自然转化型
U00066161,29,4.0,1,0.138543915531608,敏感型
U00057009,39,0.0,1,-0.00756807246418173,反作用型
U00052146,40,2.0,1,0.06938087782248487,自然转化型
U00018134,40,1.0,0,0.06749182250287827,自然转化型
U00039104,42,5.0,1,0.10826300709141512,敏感型
U00045905,41,0.0,0,0.05226415560494577,自然转化型
U00078863,31,2.0,0,0.08384107911194705,自然转化型
U00002845,33,3.0,0,0.10044878961116621,自然转化型
U00012214,41,3.0,1,0.06161818436782823,自然转化型
U00085189,31,0.0,1,0.059970072174694466,自然转化型
U00003231,28,2.0,0,0.08025232806965196,自然转化型
U00021744,29,0.0,0,0.045232501839001904,自然转化型
U00077837,30,4.0,1,0.1427366388696828,敏感型
U00089766,19,0.0,0,0.0171153386940186,自然转化型
U00031649,37,1.0,0,0.06391300332797867,自然转化型
U00092752,34,0.0,1,0.048988998165435754,自然转化型
U00096973,45,0.0,1,0.05191385704528148,自然转化型
U00009420,30,2.0,0,0.11124220587297126,敏感型
U00013539,23,1.0,1,0.06813011986354534,自然转化型
U00064459,26,2.0,0,0.07493203454277286,自然转化型
U00056749,18,4.0,0,0.11315556070931326,敏感型
U00098250,23,0.0,0,0.04323409036846848,自然转化型
U00064762,30,4.0,1,0.13817752040827214,敏感型
U00020544,35,1.0,0,0.09626257115239453,自然转化型
U00044061,31,2.0,1,0.09257182987920562,自然转化型
U00077499,18,4.0,0,0.16416444689757898,敏感型
U00034622,42,0.0,0,0.061710237750959046,自然转化型
U00063694,39,1.0,0,0.06468050247852622,自然转化型
U00079086,35,3.0,1,0.1139417500332005,敏感型
U00019657,26,7.0,0,0.15220200593770578,敏感型
U00071261,25,4.0,1,0.1340188526196045,敏感型
U00003399,50,0.0,0,0.0883183270453019,自然转化型
U00061513,19,2.0,0,0.05547628133133442,自然转化型
U00027831,35,2.0,1,0.08292337630007965,自然转化型
U00045660,30,2.0,0,0.07409026132189436,自然转化型
U00057375,37,0.0,0,0.054937281300614316,自然转化型
U00026004,33,3.0,0,0.12078835506325031,敏感型
U00009372,31,6.0,0,0.1323732375170284,敏感型
U00026589,34,3.0,1,0.09864743289863587,自然转化型
U00078225,33,2.0,0,0.10829100006632256,敏感型
U00014478,23,2.0,1,0.056884766684715954,自然转化型
U00053662,38,1.0,0,0.06293734735446638,自然转化型
U00024321,23,5.0,0,0.1406669889295023,敏感型
U00022935,22,1.0,0,0.07075415187448794,自然转化型
U00072793,43,7.0,0,0.09710080874867999,自然转化型
U00019076,31,6.0,1,0.1427355213425237,敏感型
U00036651,42,4.0,0,0.08771387276088549,自然转化型
U00019308,40,1.0,0,0.06479589359508833,自然转化型
U00091771,22,3.0,0,0.11925759284092474,敏感型
U00022546,28,3.0,0,0.14792798534280488,敏感型
U00093055,37,3.0,1,0.09048067201941828,自然转化型
U00055072,35,1.0,0,0.08208459577524879,自然转化型
U00013146,35,3.0,0,0.07916777087329474,自然转化型
U00010743,25,2.0,1,0.07775303567435435,自然转化型
U00066160,35,1.0,1,0.08177224423857804,自然转化型
U00099685,30,5.0,0,0.13051372196927485,敏感型
U00057596,26,0.0,0,0.08038604825041712,自然转化型
U00023355,44,1.0,0,0.05490286737223518,自然转化型
U00068186,33,11.0,0,-0.12504173272176322,反作用型
U00075556,43,1.0,0,0.06938562601701287,自然转化型
U00096315,25,0.0,1,0.05769465072169064,自然转化型
U00054363,22,1.0,0,0.0661760919613063,自然转化型
U00083127,20,1.0,1,0.07284209912599313,自然转化型
U00086824,29,0.0,0,0.05656529040637187,自然转化型
U00078908,48,3.0,0,0.17494167442708974,敏感型
U00086213,30,1.0,0,0.0847960851240471,自然转化型
U00082963,42,1.0,1,0.06075794770267362,自然转化型
U00009957,35,2.0,0,0.07798781575585076,自然转化型
U00073225,46,3.0,0,0.1335636706776666,敏感型
U00087002,36,1.0,0,0.07886275652270852,自然转化型
U00049232,33,2.0,0,0.08998362201713425,自然转化型
U00065411,30,2.0,1,0.09303831486804004,自然转化型
U00067396,37,0.0,0,0.05692764067512404,自然转化型
U00040889,45,2.0,0,0.08681345993008005,自然转化型
U00073623,51,6.0,1,0.1841850077392974,敏感型
U00082830,31,1.0,1,0.10825630726421173,敏感型
U00014146,18,1.0,1,0.06678283571866975,自然转化型
U00076716,32,2.0,0,0.07140251670873604,自然转化型
U00018783,40,0.0,1,0.016719465556423035,自然转化型
U00010764,44,2.0,0,0.06331957508491426,自然转化型
U00023220,19,3.0,1,0.05049431534163862,自然转化型
U00073315,44,2.0,0,0.05837950349013035,自然转化型
U00051728,35,1.0,1,0.09222845035500474,自然转化型
U00064344,33,1.0,1,0.09201156846535577,自然转化型
