用户ID,性别,年龄,肤质,是否会员,常用省份
U00038553,女,47,油性/混油,否,北京
U00038554,男,34,中性,是,上海
U00038555,女,46,中性,否,广东
U00038556,女,29,敏感肌,是,浙江
U00038557,男,34,中性,否,上海
U00038558,女,35,干性/混干,否,江苏
U00038559,女,30,中性,是,湖南
U00038560,男,42,油性/混油,否,湖北
U00038561,女,47,油性/混油,是,山东
U00038562,男,18,敏感肌,否,湖北
U00038563,女,38,敏感肌,否,北京
U00038564,女,24,干性/混干,否,浙江
U00038565,女,18,油性/混油,否,广东
U00038566,女,36,油性/混油,是,江苏
U00038567,女,36,敏感肌,是,湖南
U00038568,女,37,油性/混油,否,河南
U00038569,女,34,油性/混油,是,江苏
U00038570,女,39,油性/混油,是,湖北
U00038571,女,27,敏感肌,是,河南
U00038572,男,34,中性,否,山东
U00038573,女,37,敏感肌,否,上海
U00038574,男,42,油性/混油,否,广东
U00038575,女,32,敏感肌,否,浙江
U00038576,女,30,中性,否,江苏
U00038577,女,31,油性/混油,否,江苏
U00038578,女,22,干性/混干,否,上海
U00038579,男,38,敏感肌,否,广东
U00038580,女,20,敏感肌,否,江苏
U00038581,男,35,干性/混干,否,浙江
U00038582,男,32,油性/混油,否,湖南
U00038583,女,19,中性,否,四川
U00038584,女,20,敏感肌,是,山东
U00038585,女,25,干性/混干,否,四川
U00038586,女,29,油性/混油,否,湖北
U00038587,女,43,敏感肌,是,山东
U00038588,女,31,干性/混干,是,湖北
U00038589,男,36,敏感肌,否,广东
U00038590,女,42,敏感肌,是,湖南
U00038591,女,40,中性,是,广东
U00038592,女,31,敏感肌,否,广东
U00038593,女,26,中性,否,四川
U00038594,男,35,敏感肌,是,广东
U00038595,女,26,中性,是,广东
U00038596,女,46,敏感肌,是,江苏
U00038597,男,38,敏感肌,是,北京
U00038598,女,33,敏感肌,否,北京
U00038599,女,36,油性/混油,是,北京
U00038600,男,33,油性/混油,否,浙江
U00038601,男,29,油性/混油,否,四川
U00038602,男,35,中性,否,广东
U00038603,男,30,干性/混干,否,浙江
U00038604,女,47,油性/混油,否,江苏
U00038605,女,26,油性/混油,否,河南
U00038606,女,36,油性/混油,是,四川
U00038607,男,25,中性,否,浙江
U00038608,女,25,干性/混干,否,广东
U00038609,男,18,敏感肌,否,江苏
U00038610,女,35,油性/混油,是,江苏
U00038611,女,27,干性/混干,是,山东
U00038612,女,40,油性/混油,是,上海
U00038613,女,35,敏感肌,否,浙江
U00038614,女,33,敏感肌,否,北京
U00038615,男,20,敏感肌,否,浙江
U00038616,女,36,敏感肌,是,广东
U00038617,女,26,敏感肌,否,四川
U00038618,男,20,油性/混油,否,江苏
U00038619,女,35,干性/混干,是,山东
U00038620,女,21,敏感肌,否,浙江
U00038621,女,18,中性,否,广东
U00038622,女,42,敏感肌,是,浙江
U00038623,女,27,敏感肌,是,浙江
U00038624,男,18,油性/混油,否,河南
U00038625,男,24,中性,否,江苏
U00038626,女,26,油性/混油,否,浙江
U00038627,女,41,中性,是,江苏
U00038628,女,18,敏感肌,是,广东
U00038629,女,21,敏感肌,是,湖南
U00038630,女,39,干性/混干,否,广东
U00038631,男,28,干性/混干,否,江苏
U00038632,女,33,油性/混油,是,浙江
U00038633,男,28,敏感肌,是,四川
U00038634,女,48,干性/混干,否,湖南
U00038635,女,21,油性/混油,是,浙江
U00038636,男,34,干性/混干,否,广东
U00038637,男,44,油性/混油,否,江苏
U00038638,女,29,敏感肌,是,广东
U00038639,女,25,敏感肌,是,浙江
U00038640,女,38,敏感肌,否,广东
U00038641,女,40,中性,否,山东
U00038642,女,25,油性/混油,是,四川
U00038643,女,43,干性/混干,是,北京
U00038644,女,32,油性/混油,是,广东
U00038645,男,36,油性/混油,否,浙江
U00038646,男,43,敏感肌,否,北京
U00038647,女,38,干性/混干,是,江苏
U00038648,男,31,干性/混干,否,北京
U00038649,男,26,油性/混油,是,北京
U00038650,女,53,敏感肌,是,河南
U00038651,女,25,干性/混干,是,河南
U00038652,男,34,敏感肌,否,北京
U00038653,女,36,中性,否,湖南
U00038654,女,36,干性/混干,是,湖南
U00038655,女,49,油性/混油,否,浙江
U00038656,男,32,敏感肌,否,江苏
U00038657,女,31,油性/混油,否,广东
U00038658,女,44,中性,是,广东
U00038659,男,30,干性/混干,否,湖北
U00038660,女,39,干性/混干,是,河南
U00038661,男,33,油性/混油,否,湖南
U00038662,女,39,敏感肌,是,广东
U00038663,男,37,干性/混干,是,江苏
U00038664,女,28,敏感肌,是,北京
U00038665,女,18,干性/混干,否,湖北
U00038666,女,18,敏感肌,是,浙江
U00038667,女,18,敏感肌,是,北京
U00038668,男,31,干性/混干,否,山东
U00038669,女,18,敏感肌,否,广东
U00038670,女,30,中性,是,浙江
U00038671,男,33,干性/混干,否,广东
U00038672,女,38,中性,是,四川
U00038673,女,36,干性/混干,否,广东
U00038674,女,39,油性/混油,是,江苏
U00038675,男,35,敏感肌,否,山东
U00038676,男,29,油性/混油,是,河南
U00038677,女,31,干性/混干,是,北京
U00038678,女,25,干性/混干,是,北京
U00038679,女,33,敏感肌,否,浙江
U00038680,男,19,油性/混油,否,上海
U00038681,男,40,敏感肌,否,上海
U00038682,女,24,中性,是,上海
U00038683,男,33,干性/混干,否,广东
U00038684,女,34,中性,否,浙江
U00038685,女,41,油性/混油,否,浙江
U00038686,女,18,敏感肌,否,河南
U00038687,女,29,油性/混油,否,河南
U00038688,男,36,干性/混干,是,北京
U00038689,女,46,油性/混油,否,湖北
U00038690,男,31,中性,是,上海
U00038691,女,27,油性/混油,是,四川
U00038692,女,48,敏感肌,否,江苏
U00038693,男,38,中性,是,江苏
U00038694,女,42,敏感肌,是,上海
U00038695,男,22,敏感肌,否,广东
U00038696,女,36,干性/混干,是,浙江
U00038697,女,23,敏感肌,否,河南
U00038698,女,21,干性/混干,否,湖南
U00038699,男,36,敏感肌,否,上海
U00038700,女,37,敏感肌,是,北京
U00038701,男,28,油性/混油,否,广东
U00038702,女,43,油性/混油,是,北京
U00038703,女,29,油性/混油,是,上海
U00038704,男,29,敏感肌,是,浙江
U00038705,女,31,油性/混油,否,北京
U00038706,女,30,油性/混油,否,北京
U00038707,女,42,中性,是,江苏
U00038708,男,23,中性,否,江苏
U00038709,男,25,油性/混油,否,湖北
U00038710,女,22,敏感肌,否,河南
U00038711,女,47,中性,否,北京
U00038712,男,29,敏感肌,否,浙江
U00038713,女,25,敏感肌,是,浙江
U00038714,男,29,敏感肌,是,江苏
U00038715,男,38,敏感肌,是,北京
U00038716,男,37,干性/混干,否,浙江
U00038717,男,27,敏感肌,否,广东
U00038718,女,28,油性/混油,是,广东
U00038719,女,20,油性/混油,是,浙江
U00038720,男,33,敏感肌,是,广东
U00038721,女,42,敏感肌,否,北京
U00038722,女,27,敏感肌,否,浙江
U00038723,男,37,干性/混干,否,四川
U00038724,女,27,干性/混干,否,广东
U00038725,男,23,油性/混油,否,上海
U00038726,女,37,中性,否,广东
U00038727,男,50,敏感肌,否,浙江
U00038728,男,36,中性,否,江苏
U00038729,男,28,油性/混油,否,北京
U00038730,男,29,干性/混干,否,江苏
U00038731,女,47,敏感肌,否,上海
U00038732,女,34,敏感肌,是,北京
U00038733,女,25,中性,否,浙江
U00038734,男,31,油性/混油,否,上海
U00038735,女,33,敏感肌,是,浙江
U00038736,女,35,油性/混油,是,广东
U00038737,男,44,油性/混油,是,江苏
U00038738,女,42,油性/混油,是,浙江
U00038739,女,33,油性/混油,是,四川
U00038740,女,31,敏感肌,是,上海
U00038741,女,35,干性/混干,否,广东
U00038742,男,27,中性,是,浙江
U00038743,女,39,敏感肌,是,浙江
U00038744,男,30,油性/混油,否,广东
U00038745,女,35,敏感肌,是,湖北
U00038746,女,45,干性/混干,是,山东
U00038747,女,36,敏感肌,是,江苏
U00038748,男,33,干性/混干,否,浙江
U00038749,女,27,敏感肌,否,上海
U00038750,女,31,油性/混油,是,北京
U00038751,男,22,中性,否,上海
U00038752,女,36,敏感肌,是,北京
U00038753,女,18,油性/混油,否,湖南
U00038754,女,39,油性/混油,是,湖南
U00038755,女,37,干性/混干,否,上海
U00038756,女,32,干性/混干,是,山东
U00038757,女,27,油性/混油,是,广东
U00038758,女,31,敏感肌,是,四川
U00038759,女,18,敏感肌,是,浙江
U00038760,女,38,敏感肌,否,广东
U00038761,男,30,油性/混油,否,北京
U00038762,女,44,干性/混干,是,北京
U00038763,女,35,敏感肌,是,浙江
U00038764,女,33,油性/混油,是,河南
U00038765,男,35,敏感肌,否,四川
U00038766,女,24,敏感肌,否,广东
U00038767,女,28,敏感肌,否,上海
U00038768,女,33,敏感肌,否,广东
U00038769,男,29,油性/混油,否,山东
U00038770,男,27,中性,否,山东
U00038771,女,29,中性,否,北京
U00038772,男,32,干性/混干,是,河南
U00038773,男,50,干性/混干,否,四川
U00038774,女,29,敏感肌,是,北京
U00038775,女,26,敏感肌,是,江苏
U00038776,女,30,油性/混油,是,广东
U00038777,女,44,油性/混油,否,江苏
U00038778,女,44,中性,否,广东
U00038779,女,47,油性/混油,是,上海
U00038780,女,32,油性/混油,是,上海
U00038781,女,37,中性,是,上海
U00038782,女,23,中性,否,浙江
U00038783,女,29,中性,是,上海
U00038784,女,23,油性/混油,是,上海
U00038785,男,35,油性/混油,是,广东
U00038786,女,32,干性/混干,否,广东
U00038787,男,33,干性/混干,否,广东
U00038788,女,25,敏感肌,是,浙江
U00038789,女,38,油性/混油,是,广东
U00038790,女,18,油性/混油,否,河南
U00038791,女,29,干性/混干,否,浙江
U00038792,女,31,油性/混油,是,浙江
U00038793,女,18,油性/混油,是,江苏
U00038794,男,35,敏感肌,是,浙江
U00038795,女,30,敏感肌,是,广东
U00038796,男,36,敏感肌,否,浙江
U00038797,女,47,干性/混干,是,四川
U00038798,女,34,中性,否,广东
U00038799,女,39,干性/混干,是,浙江
U00038800,女,43,干性/混干,否,山东
U00038801,男,35,敏感肌,是,广东
U00038802,男,25,干性/混干,否,浙江
U00038803,女,18,油性/混油,是,湖北
U00038804,女,34,敏感肌,否,湖北
U00038805,男,28,油性/混油,否,四川
U00038806,男,42,干性/混干,否,广东
U00038807,女,28,油性/混油,是,江苏
U00038808,男,31,油性/混油,是,湖北
U00038809,男,22,中性,否,上海
U00038810,男,29,敏感肌,否,湖南
U00038811,男,24,敏感肌,是,浙江
U00038812,男,25,敏感肌,否,江苏
U00038813,女,31,敏感肌,否,广东
U00038814,男,27,敏感肌,否,上海
U00038815,女,53,干性/混干,是,江苏
U00038816,女,38,油性/混油,是,山东
U00038817,女,40,干性/混干,否,浙江
U00038818,女,31,中性,是,上海
U00038819,女,32,油性/混油,否,湖北
U00038820,女,28,敏感肌,否,北京
U00038821,女,52,敏感肌,否,广东
U00038822,男,31,敏感肌,是,上海
U00038823,女,27,敏感肌,是,广东
U00038824,女,25,干性/混干,是,湖南
U00038825,男,34,敏感肌,否,四川
U00038826,男,43,干性/混干,否,山东
U00038827,男,40,敏感肌,否,湖北
U00038828,女,25,中性,是,湖北
U00038829,女,25,油性/混油,否,浙江
U00038830,男,41,油性/混油,是,湖南
U00038831,女,48,油性/混油,否,上海
U00038832,女,30,油性/混油,是,上海
U00038833,女,41,干性/混干,否,四川
U00038834,男,20,油性/混油,是,湖南
U00038835,女,25,敏感肌,是,湖南
U00038836,男,23,中性,是,广东
U00038837,女,35,油性/混油,否,河南
U00038838,女,30,敏感肌,是,北京
U00038839,男,33,敏感肌,否,上海
U00038840,女,41,敏感肌,否,河南
U00038841,女,26,敏感肌,是,河南
U00038842,男,32,油性/混油,否,四川
U00038843,男,21,油性/混油,否,河南
U00038844,女,41,油性/混油,是,湖北
U00038845,男,40,中性,否,北京
U00038846,男,34,中性,否,山东
U00038847,男,32,干性/混干,是,江苏
U00038848,女,27,敏感肌,是,湖北
U00038849,女,20,敏感肌,否,上海
U00038850,女,34,敏感肌,否,山东
U00038851,男,38,油性/混油,否,湖北
U00038852,女,48,干性/混干,否,山东
U00038853,女,28,油性/混油,否,上海
U00038854,女,34,干性/混干,是,广东
U00038855,女,40,敏感肌,否,河南
U00038856,女,41,敏感肌,否,湖南
U00038857,女,27,敏感肌,是,广东
U00038858,女,29,油性/混油,否,河南
U00038859,女,27,油性/混油,是,浙江
U00038860,男,24,敏感肌,否,北京
U00038861,男,43,油性/混油,否,广东
U00038862,女,32,油性/混油,是,上海
U00038863,男,31,油性/混油,是,上海
U00038864,女,33,干性/混干,否,四川
U00038865,男,32,油性/混油,否,山东
U00038866,女,30,敏感肌,否,广东
U00038867,男,25,敏感肌,否,浙江
U00038868,女,44,油性/混油,否,河南
U00038869,男,27,干性/混干,是,上海
U00038870,男,24,干性/混干,否,北京
U00038871,女,31,油性/混油,否,上海
U00038872,女,49,敏感肌,是,湖南
U00038873,男,25,敏感肌,是,江苏
U00038874,女,37,敏感肌,是,湖南
U00038875,女,30,敏感肌,否,湖南
U00038876,女,33,油性/混油,是,河南
U00038877,女,39,敏感肌,否,江苏
U00038878,男,18,油性/混油,否,广东
U00038879,男,24,敏感肌,否,江苏
U00038880,女,39,中性,是,浙江
U00038881,男,32,中性,否,湖南
U00038882,女,33,干性/混干,是,浙江
U00038883,女,37,中性,是,北京
U00038884,女,24,敏感肌,否,北京
U00038885,女,40,油性/混油,是,湖北
U00038886,女,38,敏感肌,否,北京
U00038887,女,33,油性/混油,是,浙江
U00038888,女,35,敏感肌,是,上海
U00038889,女,41,敏感肌,是,山东
U00038890,女,27,敏感肌,否,四川
U00038891,女,37,干性/混干,是,北京
U00038892,男,45,敏感肌,否,河南
U00038893,女,37,油性/混油,否,江苏
U00038894,女,30,中性,是,江苏
U00038895,女,50,敏感肌,否,四川
U00038896,男,33,敏感肌,是,湖南
U00038897,男,43,油性/混油,否,上海
U00038898,男,28,油性/混油,否,浙江
U00038899,男,40,干性/混干,否,湖南
U00038900,女,27,敏感肌,是,广东
U00038901,男,34,敏感肌,否,河南
U00038902,男,27,油性/混油,是,广东
U00038903,男,47,中性,否,北京
U00038904,女,30,敏感肌,否,湖北
U00038905,女,23,敏感肌,否,河南
U00038906,男,32,干性/混干,否,浙江
U00038907,女,36,油性/混油,否,四川
U00038908,女,31,敏感肌,是,上海
U00038909,男,25,油性/混油,否,湖北
U00038910,男,40,敏感肌,否,河南
U00038911,男,42,干性/混干,否,江苏
U00038912,女,18,油性/混油,是,上海
U00038913,女,24,油性/混油,是,上海
U00038914,女,30,油性/混油,是,浙江
U00038915,女,27,油性/混油,是,浙江
U00038916,女,36,中性,是,浙江
U00038917,女,46,干性/混干,否,浙江
U00038918,男,28,敏感肌,是,北京
U00038919,女,44,敏感肌,是,江苏
U00038920,男,20,敏感肌,是,北京
U00038921,女,35,油性/混油,是,广东
U00038922,女,27,干性/混干,是,浙江
U00038923,男,35,干性/混干,否,上海
U00038924,女,18,中性,是,江苏
U00038925,男,21,中性,是,河南
U00038926,女,35,敏感肌,是,浙江
U00038927,女,26,油性/混油,是,广东
U00038928,女,29,敏感肌,是,上海
U00038929,女,46,油性/混油,否,江苏
U00038930,男,33,敏感肌,否,广东
U00038931,女,39,敏感肌,否,浙江
U00038932,女,25,油性/混油,否,河南
U00038933,男,21,中性,是,广东
U00038934,男,31,敏感肌,否,湖南
U00038935,女,20,油性/混油,否,江苏
U00038936,男,26,干性/混干,否,浙江
U00038937,女,33,敏感肌,是,广东
U00038938,男,31,中性,否,广东
U00038939,女,34,中性,是,江苏
U00038940,男,36,敏感肌,否,山东
U00038941,女,22,干性/混干,是,浙江
U00038942,女,24,油性/混油,否,湖北
U00038943,男,18,中性,是,山东
U00038944,男,29,油性/混油,否,北京
U00038945,女,37,油性/混油,是,湖北
U00038946,男,43,敏感肌,否,河南
U00038947,女,33,中性,是,北京
U00038948,女,42,油性/混油,是,山东
U00038949,男,35,敏感肌,否,四川
U00038950,女,32,干性/混干,是,北京
U00038951,男,27,敏感肌,是,浙江
U00038952,男,18,干性/混干,否,江苏
U00038953,女,41,干性/混干,是,四川
U00038954,女,31,油性/混油,否,浙江
U00038955,女,43,油性/混油,否,浙江
U00038956,女,24,干性/混干,是,浙江
U00038957,男,51,干性/混干,否,广东
U00038958,女,30,敏感肌,是,上海
U00038959,女,26,干性/混干,是,广东
U00038960,女,30,中性,否,浙江
U00038961,女,33,油性/混油,是,山东
U00038962,男,31,干性/混干,否,北京
U00038963,男,27,干性/混干,否,江苏
U00038964,女,18,干性/混干,否,浙江
U00038965,男,25,敏感肌,否,江苏
U00038966,女,40,敏感肌,是,广东
U00038967,女,24,干性/混干,否,湖北
U00038968,女,18,中性,否,四川
U00038969,男,23,油性/混油,否,上海
U00038970,女,31,中性,否,广东
U00038971,女,25,干性/混干,是,河南
U00038972,男,29,油性/混油,是,江苏
U00038973,女,25,干性/混干,是,河南
U00038974,女,40,油性/混油,否,湖北
U00038975,男,35,敏感肌,否,上海
U00038976,女,49,干性/混干,否,湖北
U00038977,女,28,油性/混油,是,广东
U00038978,男,29,干性/混干,否,浙江
U00038979,女,41,干性/混干,否,湖南
U00038980,女,35,敏感肌,否,河南
U00038981,男,24,敏感肌,否,湖北
U00038982,女,36,油性/混油,否,江苏
U00038983,女,35,干性/混干,否,广东
U00038984,女,18,中性,是,山东
U00038985,女,26,敏感肌,否,北京
U00038986,男,33,油性/混油,否,浙江
U00038987,女,43,敏感肌,是,北京
U00038988,男,37,油性/混油,否,上海
U00038989,女,27,干性/混干,是,湖北
