用户ID,性别,年龄,肤质,会员,RFM分类,聚类
U00003048,女,62,,是,潜力发展用户,
U00003049,女,62,,否,核心价值用户,
U00003050,女,50,,否,高价值沉睡用户,
U00003051,男,24,,是,核心价值用户,
U00003052,男,49,,否,低价值/流失用户,
U00003053,女,37,,是,高价值沉睡用户,
U00003054,女,31,,否,核心价值用户,
U00003055,女,40,,否,潜力发展用户,
U00003056,男,38,,否,高价值沉睡用户,
U00003057,女,40,,否,核心价值用户,
U00003058,女,25,,否,潜力发展用户,
U00003059,女,23,,否,高价值沉睡用户,
U00003060,女,39,,否,潜力发展用户,
U00003061,女,47,,否,核心价值用户,
U00003062,女,45,,否,核心价值用户,
U00003063,男,35,,是,核心价值用户,
U00003064,男,50,,是,低价值/流失用户,
U00003065,女,50,,是,潜力发展用户,
U00003066,女,45,,是,高价值沉睡用户,
U00003067,女,20,,是,低价值/流失用户,
U00003068,女,63,,是,潜力发展用户,
U00003069,女,36,,是,高价值沉睡用户,
U00003070,女,53,,否,高价值沉睡用户,
U00003071,男,42,,否,低价值/流失用户,
U00003072,女,37,,是,核心价值用户,
U00003073,男,58,,是,核心价值用户,
U00003074,女,30,,是,潜力发展用户,
U00003075,男,26,,是,潜力发展用户,
U00003076,女,54,,否,核心价值用户,
U00003077,女,21,,否,高价值沉睡用户,
U00003078,女,64,,是,核心价值用户,
U00003079,女,21,,否,潜力发展用户,
U00003080,男,50,,否,核心价值用户,
U00003081,女,19,,否,核心价值用户,
U00003082,男,64,,否,核心价值用户,
U00003083,男,45,,否,高价值沉睡用户,
U00003084,女,32,,否,潜力发展用户,
U00003085,女,20,,是,潜力发展用户,
U00003086,女,30,,否,核心价值用户,
U00003087,女,18,,否,核心价值用户,
U00003088,女,59,,否,潜力发展用户,
U00003089,女,32,,是,核心价值用户,
U00003090,女,39,,否,核心价值用户,
U00003091,女,52,,否,高价值沉睡用户,
U00003092,女,40,,是,高价值沉睡用户,
U00003093,女,21,,否,低价值/流失用户,
U00003094,女,26,,否,核心价值用户,
U00003095,女,35,,否,核心价值用户,
U00003096,男,28,,是,潜力发展用户,
U00003097,女,20,,是,低价值/流失用户,
U00003098,女,59,,否,潜力发展用户,
U00003099,女,19,,否,潜力发展用户,
U00003100,男,46,,是,核心价值用户,
U00003101,女,64,,否,高价值沉睡用户,
U00003102,女,51,,是,高价值沉睡用户,
U00003103,女,22,,否,高价值沉睡用户,
U00003104,女,46,,是,核心价值用户,
U00003105,男,39,,否,高价值沉睡用户,
U00003106,女,23,,否,高价值沉睡用户,
U00003107,女,20,,是,高价值沉睡用户,
U00003108,男,55,,否,潜力发展用户,
U00003109,女,40,,是,潜力发展用户,
U00003110,男,45,,否,潜力发展用户,
U00003111,女,55,,否,潜力发展用户,
U00003112,男,23,,否,核心价值用户,
U00003113,男,37,,否,高价值沉睡用户,
U00003114,女,43,,否,高价值沉睡用户,
U00003115,女,42,,否,高价值沉睡用户,
U00003116,女,49,,否,核心价值用户,
U00003117,女,32,,否,核心价值用户,
U00003118,男,63,,否,高价值沉睡用户,
U00003119,女,48,,否,潜力发展用户,
U00003120,女,60,,是,高价值沉睡用户,
U00003121,女,29,,否,低价值/流失用户,
U00003122,女,31,,否,核心价值用户,
U00003123,女,61,,否,潜力发展用户,
U00003124,女,21,,否,潜力发展用户,
U00003125,男,29,,是,高价值沉睡用户,
U00003126,女,18,,否,核心价值用户,
U00003127,女,25,,否,潜力发展用户,
U00003128,男,52,,是,高价值沉睡用户,
U00003129,男,47,,否,潜力发展用户,
U00003130,男,62,,是,核心价值用户,
U00003131,女,49,,否,高价值沉睡用户,
U00003132,男,30,,否,潜力发展用户,
U00003133,女,43,,否,潜力发展用户,
U00003134,女,33,,是,高价值沉睡用户,
U00003135,男,37,,否,高价值沉睡用户,
U00003136,女,55,,否,潜力发展用户,
U00003137,女,44,,否,高价值沉睡用户,
U00003138,男,33,,否,核心价值用户,
U00003139,女,39,,否,核心价值用户,
U00003140,女,64,,否,潜力发展用户,
U00003141,女,48,,否,潜力发展用户,
U00003142,女,24,,否,潜力发展用户,
U00003143,女,63,,否,核心价值用户,
U00003144,女,56,,是,高价值沉睡用户,
U00003145,女,34,,是,核心价值用户,
U00003146,男,54,,是,高价值沉睡用户,
U00003147,男,34,,否,潜力发展用户,
U00003148,女,40,,是,核心价值用户,
U00003149,女,22,,否,潜力发展用户,
U00003150,女,47,,是,潜力发展用户,
U00003151,男,36,,否,高价值沉睡用户,
U00003152,女,26,,是,高价值沉睡用户,
U00003153,女,43,,是,低价值/流失用户,
U00003154,男,52,,否,高价值沉睡用户,
U00003155,女,31,,否,核心价值用户,
U00003156,男,65,,否,低价值/流失用户,
U00003157,男,60,,否,核心价值用户,
U00003158,男,40,,否,核心价值用户,
U00003159,女,30,,否,潜力发展用户,
U00003160,女,18,,是,核心价值用户,
U00003161,女,62,,否,潜力发展用户,
U00003162,女,31,,否,核心价值用户,
U00003163,男,36,,是,核心价值用户,
U00003164,女,46,,是,高价值沉睡用户,
U00003165,男,29,,否,高价值沉睡用户,
U00003166,女,31,,是,潜力发展用户,
U00003167,女,65,,否,潜力发展用户,
U00003168,女,51,,否,潜力发展用户,
U00003169,女,58,,否,潜力发展用户,
U00003170,女,21,,否,低价值/流失用户,
U00003171,女,51,,否,高价值沉睡用户,
U00003172,女,55,,否,高价值沉睡用户,
U00003173,女,37,,否,高价值沉睡用户,
U00003174,男,19,,是,潜力发展用户,
U00003175,女,32,,否,核心价值用户,
U00003176,女,18,,否,低价值/流失用户,
U00003177,男,35,,是,核心价值用户,
U00003178,男,51,,否,低价值/流失用户,
U00003179,女,29,,否,高价值沉睡用户,
U00003180,女,28,,否,高价值沉睡用户,
U00003181,女,65,,否,潜力发展用户,
U00003182,男,57,,是,核心价值用户,
U00003183,男,52,,否,低价值/流失用户,
U00003184,女,63,,否,潜力发展用户,
U00003185,女,57,,是,核心价值用户,
U00003186,女,40,,否,高价值沉睡用户,
U00003187,男,22,,否,低价值/流失用户,
U00003188,女,34,,否,核心价值用户,
U00003189,女,40,,是,低价值/流失用户,
U00003190,男,41,,是,潜力发展用户,
U00003191,女,48,,否,潜力发展用户,
U00003192,女,36,,否,核心价值用户,
U00003193,男,36,,是,高价值沉睡用户,
U00003194,男,65,,是,潜力发展用户,
U00003195,女,64,,是,潜力发展用户,
U00003196,女,52,,否,核心价值用户,
U00003197,男,52,,是,核心价值用户,
U00003198,女,61,,是,潜力发展用户,
U00003199,女,56,,是,潜力发展用户,
U00003200,女,46,,是,核心价值用户,
U00003201,女,28,,否,高价值沉睡用户,
U00003202,男,36,,否,核心价值用户,
U00003203,女,21,,否,核心价值用户,
U00003204,女,26,,否,高价值沉睡用户,
U00003205,男,60,,否,高价值沉睡用户,
U00003206,男,28,,是,潜力发展用户,
U00003207,女,50,,是,核心价值用户,
U00003208,男,53,,否,潜力发展用户,
U00003209,男,54,,是,核心价值用户,
U00003210,女,34,,否,潜力发展用户,
U00003211,女,56,,否,核心价值用户,
U00003212,女,43,,否,高价值沉睡用户,
U00003213,男,58,,否,高价值沉睡用户,
U00003214,男,55,,是,高价值沉睡用户,
U00003215,女,61,,否,核心价值用户,
U00003216,女,38,,是,高价值沉睡用户,
U00003217,女,36,,否,高价值沉睡用户,
U00003218,女,58,,是,核心价值用户,
U00003219,男,48,,否,核心价值用户,
U00003220,男,58,,是,低价值/流失用户,
U00003221,女,24,,否,核心价值用户,
U00003222,男,51,,是,潜力发展用户,
U00003223,女,31,,是,核心价值用户,
U00003224,男,56,,是,核心价值用户,
U00003225,男,20,,是,核心价值用户,
U00003226,女,53,,是,高价值沉睡用户,
U00003227,女,47,,是,核心价值用户,
U00003228,女,40,,否,核心价值用户,
U00003229,女,23,,否,低价值/流失用户,
U00003230,女,29,,否,核心价值用户,
U00003231,男,45,,是,低价值/流失用户,
U00003232,女,46,,是,核心价值用户,
U00003233,女,20,,是,高价值沉睡用户,
U00003234,女,56,,是,潜力发展用户,
U00003235,女,56,,是,潜力发展用户,
U00003236,女,56,,否,核心价值用户,
U00003237,女,33,,是,潜力发展用户,
U00003238,女,64,,是,核心价值用户,
U00003239,女,25,,是,潜力发展用户,
U00003240,男,43,,否,核心价值用户,
U00003241,女,38,,是,高价值沉睡用户,
U00003242,女,42,,是,高价值沉睡用户,
U00003243,女,30,,是,潜力发展用户,
U00003244,女,23,,否,核心价值用户,
U00003245,女,20,,否,潜力发展用户,
U00003246,女,59,,是,低价值/流失用户,
U00003247,女,51,,是,核心价值用户,
U00003248,男,40,,否,潜力发展用户,
U00003249,女,58,,否,高价值沉睡用户,
U00003250,女,59,,否,高价值沉睡用户,
U00003251,男,31,,否,潜力发展用户,
U00003252,女,51,,是,核心价值用户,
U00003253,男,33,,是,高价值沉睡用户,
U00003254,女,56,,否,潜力发展用户,
U00003255,女,49,,是,潜力发展用户,
U00003256,女,43,,否,潜力发展用户,
U00003257,女,38,,是,潜力发展用户,
U00003258,女,29,,是,核心价值用户,
U00003259,女,53,,否,核心价值用户,
U00003260,女,43,,否,低价值/流失用户,
U00003261,女,48,,否,核心价值用户,
U00003262,男,31,,是,核心价值用户,
U00003263,女,33,,是,高价值沉睡用户,
U00003264,女,50,,否,潜力发展用户,
U00003265,女,41,,否,高价值沉睡用户,
U00003266,女,22,,否,高价值沉睡用户,
U00003267,女,60,,是,核心价值用户,
U00003268,男,26,,否,核心价值用户,
U00003269,男,47,,否,潜力发展用户,
U00003270,女,63,,否,潜力发展用户,
U00003271,女,64,,否,高价值沉睡用户,
U00003272,女,53,,是,高价值沉睡用户,
U00003273,男,63,,是,潜力发展用户,
U00003274,女,35,,否,核心价值用户,
U00003275,女,46,,否,潜力发展用户,
U00003276,男,36,,是,核心价值用户,
U00003277,女,39,,否,低价值/流失用户,
U00003278,男,47,,否,核心价值用户,
U00003279,男,57,,否,低价值/流失用户,
U00003280,女,36,,是,高价值沉睡用户,
U00003281,女,32,,否,高价值沉睡用户,
U00003282,女,37,,否,潜力发展用户,
U00003283,女,25,,是,潜力发展用户,
U00003284,女,42,,否,低价值/流失用户,
U00003285,男,23,,否,高价值沉睡用户,
U00003286,女,48,,否,潜力发展用户,
U00003287,男,62,,否,高价值沉睡用户,
U00003288,女,63,,否,潜力发展用户,
U00003289,男,57,,否,潜力发展用户,
U00003290,女,64,,否,核心价值用户,
U00003291,女,34,,是,核心价值用户,
U00003292,女,19,,否,潜力发展用户,
U00003293,女,23,,是,潜力发展用户,
U00003294,男,28,,是,高价值沉睡用户,
U00003295,女,32,,是,核心价值用户,
U00003296,女,20,,否,潜力发展用户,
U00003297,女,24,,否,潜力发展用户,
U00003298,女,53,,否,低价值/流失用户,
U00003299,女,37,,否,核心价值用户,
U00003300,女,29,,否,高价值沉睡用户,
U00003301,女,23,,是,潜力发展用户,
U00003302,女,18,,否,核心价值用户,
U00003303,男,40,,是,高价值沉睡用户,
U00003304,女,41,,否,高价值沉睡用户,
U00003305,女,60,,否,核心价值用户,
U00003306,女,40,,否,潜力发展用户,
U00003307,女,54,,否,高价值沉睡用户,
U00003308,男,56,,否,潜力发展用户,
U00003309,女,18,,是,高价值沉睡用户,
U00003310,女,65,,否,高价值沉睡用户,
U00003311,女,23,,否,核心价值用户,
U00003312,男,53,,否,核心价值用户,
U00003313,女,27,,是,核心价值用户,
U00003314,女,50,,否,潜力发展用户,
U00003315,女,64,,否,潜力发展用户,
U00003316,女,39,,否,核心价值用户,
U00003317,女,42,,否,潜力发展用户,
U00003318,男,43,,是,核心价值用户,
U00003319,女,23,,否,核心价值用户,
U00003320,男,53,,是,高价值沉睡用户,
U00003321,女,27,,是,高价值沉睡用户,
U00003322,男,60,,是,高价值沉睡用户,
U00003323,女,65,,否,潜力发展用户,
U00003324,女,49,,否,低价值/流失用户,
U00003325,男,33,,是,低价值/流失用户,
U00003326,女,45,,否,潜力发展用户,
U00003327,男,57,,是,潜力发展用户,
U00003328,女,55,,否,低价值/流失用户,
U00003329,女,28,,是,潜力发展用户,
U00003330,男,29,,否,高价值沉睡用户,
U00003331,女,23,,是,高价值沉睡用户,
U00003332,男,28,,是,核心价值用户,
U00003333,女,51,,是,高价值沉睡用户,
U00003334,男,48,,是,核心价值用户,
U00003335,女,50,,是,潜力发展用户,
U00003336,男,64,,是,高价值沉睡用户,
U00003337,女,60,,是,高价值沉睡用户,
U00003338,女,31,,是,核心价值用户,
U00003339,女,32,,否,核心价值用户,
U00003340,女,28,,否,核心价值用户,
U00003341,男,35,,否,核心价值用户,
U00003342,男,19,,是,潜力发展用户,
U00003343,男,37,,否,潜力发展用户,
U00003344,女,23,,否,高价值沉睡用户,
U00003345,女,41,,否,高价值沉睡用户,
U00003346,女,38,,否,核心价值用户,
U00003347,女,23,,否,潜力发展用户,
U00003348,女,23,,否,潜力发展用户,
U00003349,男,46,,否,核心价值用户,
U00003350,女,38,,是,潜力发展用户,
U00003351,男,28,,是,潜力发展用户,
U00003352,男,58,,是,核心价值用户,
U00003353,女,47,,否,核心价值用户,
U00003354,女,57,,是,低价值/流失用户,
U00003355,男,27,,否,高价值沉睡用户,
U00003356,女,19,,否,潜力发展用户,
U00003357,女,58,,否,核心价值用户,
U00003358,女,41,,是,高价值沉睡用户,
U00003359,女,35,,是,高价值沉睡用户,
U00003360,男,47,,否,高价值沉睡用户,
U00003361,女,49,,是,高价值沉睡用户,
U00003362,女,40,,否,高价值沉睡用户,
U00003363,男,21,,否,核心价值用户,
U00003364,男,46,,否,核心价值用户,
U00003365,男,20,,是,潜力发展用户,
U00003366,男,52,,否,高价值沉睡用户,
U00003367,男,32,,是,潜力发展用户,
U00003368,男,26,,是,潜力发展用户,
U00003369,男,65,,否,核心价值用户,
U00003370,女,64,,否,核心价值用户,
U00003371,女,24,,是,核心价值用户,
U00003372,女,38,,否,核心价值用户,
U00003373,女,55,,否,核心价值用户,
U00003374,女,28,,是,潜力发展用户,
U00003375,男,60,,是,低价值/流失用户,
U00003376,女,35,,是,高价值沉睡用户,
U00003377,女,65,,否,潜力发展用户,
U00003378,女,62,,是,潜力发展用户,
U00003379,男,24,,否,高价值沉睡用户,
U00003380,男,48,,否,高价值沉睡用户,
U00003381,女,30,,否,低价值/流失用户,
U00003382,女,42,,否,高价值沉睡用户,
U00003383,女,56,,否,低价值/流失用户,
U00003384,女,45,,否,高价值沉睡用户,
U00003385,男,64,,否,核心价值用户,
U00003386,男,37,,否,潜力发展用户,
U00003387,女,21,,否,高价值沉睡用户,
U00003388,女,20,,否,潜力发展用户,
U00003389,女,27,,是,潜力发展用户,
U00003390,女,39,,是,核心价值用户,
U00003391,女,30,,否,核心价值用户,
U00003392,男,28,,否,核心价值用户,
U00003393,女,29,,是,核心价值用户,
U00003394,男,38,,否,核心价值用户,
U00003395,女,31,,否,潜力发展用户,
U00003396,女,58,,是,高价值沉睡用户,
U00003397,女,21,,否,潜力发展用户,
U00003398,女,52,,是,潜力发展用户,
U00003399,女,37,,是,潜力发展用户,
U00003400,女,64,,否,核心价值用户,
U00003401,男,45,,否,潜力发展用户,
U00003402,女,59,,否,核心价值用户,
U00003403,男,27,,否,潜力发展用户,
U00003404,女,39,,否,潜力发展用户,
U00003405,女,47,,否,潜力发展用户,
U00003406,女,44,,否,核心价值用户,
U00003407,女,28,,是,高价值沉睡用户,
U00003408,女,46,,是,潜力发展用户,
U00003409,女,46,,是,高价值沉睡用户,
U00003410,男,35,,否,核心价值用户,
U00003411,女,33,,是,核心价值用户,
U00003412,女,53,,否,高价值沉睡用户,
U00003413,男,41,,是,高价值沉睡用户,
U00003414,男,19,,是,高价值沉睡用户,
U00003415,女,56,,否,核心价值用户,
U00003416,女,53,,否,核心价值用户,
U00003417,男,65,,否,核心价值用户,
U00003418,男,59,,是,潜力发展用户,
U00003419,女,21,,否,低价值/流失用户,
U00003420,女,36,,否,潜力发展用户,
U00003421,男,33,,否,潜力发展用户,
U00003422,女,41,,否,核心价值用户,
U00003423,女,45,,否,潜力发展用户,
U00003424,女,49,,否,高价值沉睡用户,
U00003425,女,24,,是,高价值沉睡用户,
U00003426,女,60,,是,核心价值用户,
U00003427,女,33,,否,高价值沉睡用户,
U00003428,女,24,,是,高价值沉睡用户,
U00003429,女,46,,否,核心价值用户,
U00003430,女,29,,否,潜力发展用户,
U00003431,女,55,,是,潜力发展用户,
U00003432,女,33,,否,核心价值用户,
U00003433,女,46,,否,高价值沉睡用户,
U00003434,男,39,,否,潜力发展用户,
U00003435,男,37,,否,高价值沉睡用户,
